names,address,city,phone_number,dth_pack,subscription_status,customer_class,ott_subscription,dth_pack_price,no_of_channels,active_since,viewtime,churn
Rodney Smith,"112 Nichols Causeway,Lunaburgh, IL 96630",Farrellfort,+1-653-195-1109x81543,UHD,True,Individual,Netflix,700,500,1643,225,False
Richard Ashley,"76147 Parker Plaza Suite 906,Hermanshire, KS 50462",Tommyton,137-459-3774,HD,True,Home,Netflix,500,450,31,6,True
Caitlyn Guzman,"939 Roberts Pike Apt. 981,Pittsfurt, MA 89257",Rosemouth,(602)778-6123x90497,Standard,True,Individual,Other,350,400,1654,763,True
Lee Miles,"40050 Sydney Turnpike Suite 210,Brownmouth, TN 62386",New Matthewside,614.637.3724,Standard,False,Home,Netflix,350,400,0,2958,False
Jeffrey Neal,"60641 Lynn Trace,Lynchport, SD 02010",West Kevinfurt,021.413.2963x9116,Standard,True,Commercial,Amazon Prime Video,350,400,1348,367,False
David Meyer,"PSC 4967, Box 9929,APO AP 08176",Parkermouth,001-412-994-4463x075,Standard,True,Individual,None,350,400,1100,455,True
Michelle Kennedy,"1312 Kelly Cliff Apt. 333,Evansbury, AR 73332",East Williamton,001-864-957-9812x5836,Standard,True,Individual,Amazon Prime Video,350,400,547,75,False
Stephanie Pena,"6024 Drake Glen Suite 578,North Josephshire, MN 74496",Vincentside,267-222-5873,HD,True,Individual,Netflix,500,450,1574,334,False
Adriana Lambert,"212 Morris Mews,Kyletown, CT 10789",Johnfurt,(363)957-9623x19622,HD,True,Individual,Netflix,500,450,673,112,True
Rodney Trujillo,"6141 Megan Locks,Kristineview, MT 98110",Robertchester,077.804.5366x045,Standard,True,Individual,Netflix,350,400,1722,714,False
Sabrina Perez,"942 Soto Vista Suite 451,South Dennis, NC 93250",Williamville,001-406-247-4260,HD,True,Commercial,Netflix,500,450,1001,133,False
Jeffrey Payne,"284 Greene Crest Apt. 226,New Vanessa, NJ 23350",South Jacobside,216-472-4072x06597,Standard,True,Individual,None,350,400,1203,568,False
Sarah Campos,"52389 Derrick Lakes,South Jacquelineborough, IN 18290",Schmidtmouth,(321)291-7469x2342,Standard,True,Individual,None,350,400,1177,550,False
Deborah Bowman,"45551 Johnson Track,Brownland, NH 78989",East Matthewmouth,(232)493-2783x6246,Standard,True,Individual,Amazon Prime Video,350,400,572,97,False
Joseph Thompson,"914 Armstrong Way,Lopezbury, IN 15264",Gibsonland,001-192-023-6479x69374,Standard,False,Home,Amazon Prime Video,350,400,0,9114,True
Adrienne Coleman,"94026 Carter Isle,Hancockshire, PA 15562",Welchville,001-419-236-4178x8595,UHD,True,Individual,Netflix,700,500,1486,709,False
Catherine Rush,"9603 Jesse Shoals Suite 442,Mitchelltown, CA 78026",North Donhaven,(293)826-5293x5479,HD,True,Individual,Other,500,450,759,11,False
Jeremy Castro,"5726 Lyons Street,Bensonport, NH 14387",Davidview,(448)352-0525x01101,Standard,True,Individual,None,350,400,509,145,False
David Young,"36404 William Extensions,East Carolburgh, ID 73054",Owensfurt,783-431-9593x4986,HD,True,Individual,Amazon Prime Video,500,450,1182,511,False
Jaime Pitts,"2160 Collin Dam,Port Linda, CO 13721",Smithstad,654.364.6176x50283,Standard,True,Home,Amazon Prime Video,350,400,1166,180,False
Oscar Macias,"6366 Amy Row Apt. 684,Brightmouth, NM 63210",Reynoldsberg,819-519-7378x836,Standard,False,Individual,None,350,400,0,8312,False
Larry Morris,"2297 Christopher Mountain Apt. 742,Sarahville, ND 56705",West Kimberly,122-753-7978x007,Standard,True,Individual,Amazon Prime Video,350,400,613,183,False
Michael Robinson,"Unit 3161 Box 2626,DPO AA 06440",Port Davidhaven,333.945.8441x08146,Standard,False,Individual,None,350,400,0,9338,False
Amy Moreno,"1105 Barry Radial,Loveshire, WY 20849",Jennifermouth,131.516.9700x7008,Standard,True,Individual,None,350,400,97,39,False
Lisa Adams,"853 Welch Walk Suite 143,Johnsonmouth, TN 80394",West Josephhaven,(447)904-6823x2416,Standard,True,Individual,Amazon Prime Video,350,400,1911,402,False
Robert Williams,"90300 Brown Wells,Washingtonstad, FL 11198",Johnstonfurt,966-690-2259x51304,Standard,True,Individual,None,350,400,1059,439,False
Dylan Hoover,"26986 Brendan Vista Apt. 877,Scottside, TX 78277",Singletonview,279-315-2798,Standard,True,Individual,None,350,400,1075,76,False
Kevin Long,"55831 Duncan Harbors,Jayborough, CA 01023",Smithport,001-335-969-6912x818,Standard,False,Commercial,Other,350,400,0,6414,False
Michael Warner,"1560 James Bridge,East Walter, OH 54768",Hessstad,630.436.3856x00011,HD,True,Home,Amazon Prime Video,500,450,1562,483,True
Alexander Jensen,"78880 Benjamin Points Apt. 800,Marymouth, LA 80438",Lake Monica,(868)816-5682x07349,UHD,True,Individual,Netflix,700,500,1174,559,False
Annette Johnson,"275 William Estate,Davisberg, UT 36510",Hernandezborough,(329)982-1173,Standard,True,Individual,Netflix,350,400,666,118,False
Tristan Cohen,"739 Amanda Point,Teresaburgh, ND 54271",Caldwellland,001-534-582-2433x997,Standard,True,Individual,Netflix,350,400,1879,678,False
Jacob Beltran,"3310 Patterson Squares,Nicholsonberg, AL 26932",Jenniferburgh,9610824318,Standard,False,Commercial,Amazon Prime Video,350,400,0,7375,False
Trevor Johnson,"9099 John Glen,New Natasha, WI 12566",Brittneyville,389-523-6132x23809,HD,True,Individual,Netflix,500,450,364,91,True
Sandra Paul,"692 Amanda Tunnel Suite 674,North Dawnhaven, WV 76921",Lake Maria,001-297-929-0690x33216,HD,True,Individual,None,500,450,61,24,False
David Thomas,"15947 Evans Throughway,New Stacey, NY 16601",Jonathanhaven,644-150-1516,UHD,False,Individual,Netflix,700,500,0,1845,False
Anne Mcdonald,"USNV Johnson,FPO AE 08978",South Vincentton,(658)187-4229,Standard,True,Individual,Hulu,350,400,1726,861,False
Samuel Cortez,"670 James Green Apt. 207,Manuelchester, OR 13324",Frankview,+1-328-267-6461x30566,Standard,True,Individual,Hulu,350,400,1228,116,True
Gregory Perry,"689 Aaron Loop,North Heatherstad, ME 30265",East Joelbury,439-782-7353,Standard,False,Individual,Netflix,350,400,0,8376,False
John Anderson,"97552 Debra Brook Apt. 967,Jamesport, NC 28175",Paulland,(358)222-0856x00830,Standard,True,Individual,None,350,400,339,86,False
Jacob Mcdonald,"554 Dennis Shore,Bruceland, MA 65781",Lake Rodneystad,(111)980-1345,Standard,True,Commercial,Netflix,350,400,793,51,False
David Carter,"8548 Steven Club Apt. 630,East Marissa, GA 98114",Powersburgh,(046)521-8380,Standard,True,Home,None,350,400,321,51,False
Beth Anderson,"86069 Brown Heights Suite 132,Johnsonview, GA 98835",Lake Jennifer,(268)483-6942x180,Standard,True,Home,Other,350,400,323,142,False
Kimberly Bell,"21607 Jillian Square Suite 840,Moonmouth, MT 23603",Rodriguezport,416.808.1703x34822,Standard,False,Commercial,Other,350,400,0,5662,True
Craig Jensen,"676 Jessica Village Apt. 316,North Amandaport, NE 90563",North Kimberly,001-929-110-7774x5260,Standard,True,Home,Netflix,350,400,479,60,True
Julie Brown,"864 Maxwell Loaf,East Dennis, TN 02254",New Emilyfort,+1-718-657-5936x6504,Standard,True,Individual,Amazon Prime Video,350,400,1422,488,True
Christopher Todd,"76220 Small Forest,West Lori, TN 92290",Wilsonhaven,129-677-8122,Standard,False,Individual,None,350,400,0,6749,False
Joshua Gould,"430 Michael Lake,Clarkton, ND 88202",Chapmanland,2528019872,Standard,True,Home,Netflix,350,400,682,2,False
Larry Boyle,"5296 Munoz Path Suite 449,Watsonland, HI 11304",Port Jeremyfort,8067828783,Standard,True,Home,Netflix,350,400,1625,608,False
Travis Johnson,"0835 Matthews Meadow,Isaacmouth, IN 03769",Lake Jayhaven,(786)671-0535x418,Standard,True,Individual,Amazon Prime Video,350,400,1530,181,False
Dr. Madison Williams,"25907 Davis Passage,Andrewston, WV 35877",Jordanburgh,303-282-9494x054,Standard,True,Commercial,Other,350,400,798,272,True
Theresa Wright,"355 Harvey Neck,Smithhaven, FL 41696",West Michael,(154)414-2039,Standard,True,Individual,Amazon Prime Video,350,400,1890,51,False
Andrea Mann,"51303 Jeffrey Views Suite 457,Angelamouth, OK 32753",South Phyllismouth,(307)095-7467,HD,True,Individual,Other,500,450,1392,48,False
Gabriel Moran,"3709 Emily Mills Apt. 497,South Amanda, NE 91409",Josephborough,+1-194-125-8400x35152,UHD,False,Commercial,None,700,500,0,5055,False
Jerry Diaz,"69213 Dunn Stream Suite 412,Mitchellmouth, AZ 35666",East Olivia,001-294-780-6226x228,Standard,True,Commercial,Other,350,400,1558,377,False
Francisco Rodriguez,"700 Robles Greens Suite 065,New Valerieville, MN 49811",Lake Bobbyborough,467.181.5350,Standard,True,Home,None,350,400,1639,655,False
Joshua Stephens,"74285 Charles Place Suite 518,East Barbaramouth, FL 34422",Chelseaburgh,937-350-1835x510,HD,True,Home,Netflix,500,450,32,2,False
Deborah Arellano,"804 Jennifer Landing Apt. 228,Delacruzport, ND 90384",Lake Calebborough,994-438-6425,UHD,True,Commercial,Netflix,700,500,1730,83,False
Catherine Rosales,"124 Friedman Walks,South Alanfort, SD 49722",Anthonyberg,373-585-3797,Standard,True,Home,Hulu,350,400,237,12,False
Emily Duffy,"USNV Contreras,FPO AE 07068",Hansenborough,(420)995-8726,Standard,True,Individual,Netflix,350,400,1839,714,False
Chad Shaffer,"2177 Anne Walks,Paulland, CT 61258",West Nicolemouth,842-032-2902x624,HD,False,Individual,Amazon Prime Video,500,450,0,7104,True
Hannah Rasmussen,"4548 Evans Way,Oconnorburgh, CT 49012",North Steven,304-178-1292x059,HD,True,Home,Amazon Prime Video,500,450,1366,475,False
Mark Jones,"48325 Lambert Parkways,West Williamshire, DE 09090",Mosleyside,001-881-754-2354x30605,HD,True,Home,Amazon Prime Video,500,450,1519,552,False
Elizabeth Terry,"556 Chad Plains Suite 191,Lake Adam, OR 77009",East Dianemouth,(995)620-8673,HD,True,Individual,Netflix,500,450,28,9,True
Danielle Owens,"134 Dillon Wells Apt. 137,East Jesus, TX 90523",Kellyhaven,(327)349-3446x14435,HD,True,Individual,Amazon Prime Video,500,450,1594,22,False
Hannah Guerrero,"7352 Shannon Cliffs Suite 430,West Ashley, MN 93452",East Karenburgh,(418)006-9565x85421,Standard,True,Commercial,None,350,400,1366,400,False
Mr. Mark Cruz,"Unit 5825 Box 2358,DPO AE 21262",Bradfordmouth,9942020449,Standard,True,Individual,Other,350,400,326,43,False
Amy Bautista,"179 Parker Keys,Port David, NM 22474",East Amytown,107.982.5141x6474,Standard,True,Individual,Amazon Prime Video,350,400,1561,726,False
Leslie Bates,"505 Allen Island Suite 765,Port Sean, IL 67121",Caseborough,(503)579-4166,HD,True,Individual,Hulu,500,450,1568,231,True
William Jackson,"486 Shelton Curve,Alexland, NV 05606",West Christinaview,933.695.8995x066,Standard,False,Home,Amazon Prime Video,350,400,0,7803,False
Marco Jackson,"83981 Russell Squares,East Taylorland, ID 31098",Lake Johnstad,054.569.5914,Standard,True,Individual,Other,350,400,708,108,False
Gabriella Mccann,"2741 Barbara Road Apt. 687,Reyesland, OH 98022",Port Traciside,8172545584,UHD,True,Individual,Other,700,500,1328,159,False
Amanda Norton DDS,"89391 Parker Turnpike,Robertmouth, OR 19926",South Allen,+1-127-289-2382,Standard,True,Individual,Amazon Prime Video,350,400,950,349,False
Heather Callahan,"810 Danielle Loaf,Timothystad, NH 56944",Colonmouth,(956)362-1020x1937,Standard,False,Home,Amazon Prime Video,350,400,0,5036,False
Gabrielle Duke,"802 Brown Shoal,Port Phyllis, MI 58787",East Zachary,981.716.4785,Standard,True,Individual,Hulu,350,400,983,100,False
Dennis Scott,"31648 Megan Flats Apt. 866,Michaelmouth, CO 15412",Huertaview,+1-596-396-4539x679,HD,False,Individual,Other,500,450,0,4016,True
Kristina Powell,"685 Timothy Landing Apt. 828,Port Aliciaburgh, OR 02006",East Andre,001-438-798-9063,Standard,True,Home,Hulu,350,400,773,126,False
Nicholas Herring,"6221 Joshua Mountain Suite 035,Larsonstad, OR 96696",Austinshire,001-102-072-6757,Standard,True,Individual,None,350,400,628,153,True
Jacob Cole,"674 Gail Oval Suite 547,Gonzalezborough, HI 45880",North Seanmouth,(547)129-5746,Standard,True,Individual,Amazon Prime Video,350,400,1095,363,True
Laura Miller,"6584 Jennifer Dam Suite 336,Hinesbury, NY 40850",Hollyhaven,+1-643-119-3711,Standard,True,Individual,Other,350,400,183,67,False
Renee Harris,"61869 Eric View,Mayoville, MA 29958",Port Claire,456.437.4129,HD,False,Home,Netflix,500,450,0,6626,False
Jeffrey Davis,"93138 Douglas Prairie Suite 668,Davidbury, NH 39787",Moralesburgh,056.253.4731x906,Standard,False,Individual,None,350,400,0,3368,False
Nicole Patterson,"68808 Elliott Pike,Danielshire, MI 89976",New Jamesmouth,012-423-4913x7411,UHD,True,Individual,Netflix,700,500,905,82,False
Chad Wallace,"8321 Wilson Flat,North Shelby, OK 79707",Juliamouth,686.438.6485x161,Standard,True,Individual,None,350,400,1086,26,False
Joseph Hull,"53540 Taylor Lake Apt. 333,South Alyssaland, VT 84815",Wesleyshire,+1-731-114-5986,UHD,True,Individual,Other,700,500,869,16,False
Mary Love,"673 Gilbert Crossroad Apt. 862,New Anthonybury, IN 91133",New Joshuamouth,(490)612-8320x8217,HD,True,Individual,Amazon Prime Video,500,450,14,6,False
Melody Berg,"56260 Brittany Mill,Johnchester, OR 80350",Wangbury,(315)443-4151x40659,Standard,True,Individual,Netflix,350,400,1237,292,True
Scott Martinez,"38866 Norris Lane Apt. 908,Jasonville, HI 92132",Watsonfort,920.741.2560x8638,HD,True,Home,Hulu,500,450,944,122,False
Dawn Parks,"9994 Brad Trail,Matthewstad, OR 61660",Tracyview,+1-283-485-3449x895,Standard,False,Home,Hulu,350,400,0,5854,False
Paul James,"0330 Jack Pines Suite 968,Trujillofurt, SC 46015",South Larry,(600)201-7808,Standard,True,Individual,None,350,400,1449,584,False
Michael Smith,"4980 Kimberly Pass,Johnsonshire, IN 22608",Alexville,(937)218-3347,Standard,True,Commercial,Netflix,350,400,1434,565,True
William Smith,"26871 Jeremy Island Apt. 461,Benjaminview, CO 73668",New Brianna,(281)514-8886,Standard,True,Individual,Amazon Prime Video,350,400,887,385,True
Kerri Garcia,"30971 Sabrina Centers,Ericbury, NJ 73759",South Meganburgh,980.599.5466,HD,False,Commercial,Other,500,450,0,2262,True
Robert Miller,"64557 Young Shoals Apt. 980,Port Cody, ME 70367",North Megan,+1-706-921-7541x4839,Standard,True,Home,None,350,400,1189,499,False
Jessica Brooks,"8877 Shawn Throughway Apt. 138,East Stacyborough, WV 87129",Jonathanfort,(320)132-1201,UHD,True,Individual,Netflix,700,500,1929,840,False
Mitchell Anderson,"89113 White Spring,Sosashire, VA 99494",Lake Anthony,001-750-000-0161x72300,Standard,True,Individual,Netflix,350,400,1294,393,True
Theresa Cowan,"6355 Woods Burg Suite 838,West Jennifer, AZ 48542",Hodgesport,+1-950-494-2213x844,UHD,True,Individual,None,700,500,579,193,False
Kristin Daniels,"861 Gina Vista Suite 251,North Ebonyburgh, NM 46721",Thompsonstad,(378)850-8178,Standard,True,Individual,Netflix,350,400,384,143,False
Alice Johnson,"17648 Williams Plains,Valdezside, IL 10965",Port Lori,5612087482,Standard,True,Individual,Netflix,350,400,1044,145,False
Jessica Clark,"2479 Taylor Junction Apt. 696,Rogersville, AK 74959",New Anthonyville,974.195.1571,HD,True,Home,Netflix,500,450,1857,199,False
Alexander King,"7802 Henderson Spurs,East Mark, RI 89123",Lake Stephanieville,(915)417-4624,Standard,True,Home,Netflix,350,400,1305,211,False
Megan Lawson,"7273 Wright Centers,Herreraport, SD 81685",West Adamborough,269-334-3297,Standard,True,Individual,None,350,400,1436,660,True
Mark Little,"PSC 9482, Box 5017,APO AA 99916",Jacksonberg,332.463.7471x186,Standard,True,Individual,Netflix,350,400,1821,832,False
Valerie Park,"63925 Davis Radial Suite 982,Smithville, CO 20374",Lake Jamesberg,818-563-0860,Standard,True,Individual,Hulu,350,400,562,101,False
Kim Welch,"761 Daniel Flat Suite 287,Williamsview, IN 65690",Garciamouth,688-117-1994,Standard,True,Individual,Netflix,350,400,1227,417,False
Mario Lewis,"87187 Mullins Branch Suite 308,Michelletown, SD 86607",South Ashley,129-835-9521x420,UHD,False,Individual,Amazon Prime Video,700,500,0,1257,True
Erin Sloan,"78355 Nelson Loaf Apt. 592,Annside, AR 46534",Brianland,001-820-430-5634,Standard,True,Individual,Amazon Prime Video,350,400,47,17,False
Thomas Sellers,"308 Lisa Burgs Suite 912,Petersland, LA 66635",Port Joanne,001-529-709-2627x5405,Standard,False,Home,Netflix,350,400,0,874,False
Daniel Williams,"37967 Adams Crest Apt. 536,South Jaime, NE 43995",Garzamouth,001-168-273-3338,Standard,True,Commercial,Other,350,400,946,34,True
Ana Cruz,"24304 Wilson Brooks Apt. 450,Millerhaven, MT 68888",West Nathan,(716)103-7954x0279,HD,True,Home,Netflix,500,450,1571,458,False
Jessica Atkinson,"71546 Colin Trafficway,Lake Latoya, UT 72172",Amandaside,573-834-0788x66149,Standard,True,Home,Amazon Prime Video,350,400,49,7,False
Theresa Wells,"8905 Ford Rest Apt. 796,Luceroberg, WV 98362",Sullivanchester,727-928-4966x534,HD,True,Home,None,500,450,753,265,False
Kristie Palmer,"02793 Tammy Road Apt. 787,Lake Shannon, CA 07340",New Brandon,097-146-7298x445,Standard,False,Commercial,Other,350,400,0,8376,True
Eric Grant,"75908 Floyd Mountain,Fisherside, CO 55439",Lake Mario,958-498-6622,Standard,False,Individual,None,350,400,0,1553,True
Jonathan Burton,"800 Lane Park,North Andrew, CT 02840",Singletonport,(931)914-6552,Standard,True,Home,Netflix,350,400,715,328,False
Barbara Parsons,"PSC 7458, Box 3277,APO AP 63113",East Jennifer,0390862576,Standard,False,Individual,None,350,400,0,9022,False
Jessica Boone,"USNV Price,FPO AP 66312",South Johnberg,001-692-320-8476,Standard,True,Individual,Other,350,400,1902,357,True
Marissa Franklin,"73053 Dana Village,Lake Julian, MO 18862",East Douglas,(577)273-2340x881,Standard,False,Home,None,350,400,0,3268,False
Evan Harris,"60985 Hart Views,Gailmouth, VA 68566",North Ernest,025-573-5972,HD,True,Home,Netflix,500,450,833,57,False
Craig Harris,"064 Sarah Ways,Douglaschester, WA 46537",New Christopherbury,001-471-029-2040,Standard,True,Commercial,Hulu,350,400,971,73,True
Joseph Sherman,"199 Lewis Knoll,North Stephenton, GA 65578",Briggsbury,(573)145-3551x89416,Standard,False,Individual,Other,350,400,0,8094,False
Victoria Conway,"35644 Deanna Shoal Suite 012,Lake Connieview, WA 95723",South Kevin,960.356.0995,Standard,True,Individual,Netflix,350,400,1565,726,False
Mary Green,"59043 Amy Lane Apt. 023,Tinaside, OH 67327",Port Melissastad,230-731-4029,Standard,True,Home,Hulu,350,400,626,272,False
Jonathan Garner,"070 Curtis Gateway,Wongstad, IA 48871",North Christopher,8789517859,Standard,True,Individual,Netflix,350,400,1965,714,False
Debbie Hatfield,"Unit 8492 Box 2572,DPO AP 93863",Port Kevinland,171.964.5611,Standard,True,Individual,Hulu,350,400,1429,173,False
Deborah Hebert,"50685 Jesse Ford Suite 076,South Melaniefort, MD 72844",Washingtonbury,430-092-3880x8246,Standard,False,Individual,Other,350,400,0,334,True
Jessica Green,"34340 Martinez Flats,Lake Adam, NV 32231",West Pamelaberg,001-558-538-5528x68997,Standard,False,Individual,None,350,400,0,2724,False
Tanya Le,"6708 Brittany Square,New Bianca, RI 59113",North Lisa,(638)537-9969x12431,Standard,True,Individual,Amazon Prime Video,350,400,815,279,True
Gregory Bryan,"48499 Moore Lakes,Harrisview, ME 10976",Pennybury,624.806.2904x94180,Standard,False,Individual,None,350,400,0,1517,False
Joseph Lindsey,"64544 Johnson Fall,West Tracy, IA 94138",South Kevin,3571661767,Standard,False,Individual,None,350,400,0,9140,True
Zachary Crawford,"0327 Willis Lodge Suite 505,East Troy, AL 59853",Port Mary,001-788-990-6957x803,Standard,True,Home,Amazon Prime Video,350,400,1290,177,True
Austin Smith,"29323 Martinez Hollow,Port Carlos, AZ 79070",Lake Mario,001-821-201-6792,Standard,True,Individual,Netflix,350,400,779,130,True
Jessica Espinoza,"0784 Ford Roads,Dianamouth, NC 75844",Tracifurt,9737425269,Standard,False,Individual,Netflix,350,400,0,1602,True
